ARTICULO;PROVEEDOR;DESCRIPCION;AÑASCO;MDP;ROS;COR;NEU
RPDI04660;TRW;DIS FRE TRA KIA Cerato 11-18 (HF358B/-);0;0;0;0;0
RPDI04690;TRW;DIS FRE DEL DAIHATSU Charade 94-97 (HF551/BD7722);0;0;0;0;0
RPDI04710;TRW;DIS FRE TRA LIFAN 620 10-18;0;0;0;0;0
RPDI04730;TRW;DIS FRE TRA MITSU. Pajero 04-05 (HF206/BD8797);0;0;0;0;0
RPDI04760;TRW;DIS FRE TRA REN. Scenic 08-09 (HF237A/-);0;0;0;0;0
RPDI04800;TRW;DIS FRE TRA VW Gol 89-94 (HF800A/BD4970);0;0;0;0;0
RPDI04810;TRW;DIS FRE TRA VOLVO S40 04-06 (HF807B/BD3962);0;0;0;0;0
RPDI04830;TRW;DIS FRE TRA FORD Transit 08-11 (HF265A/BD5631);0;0;0;0;0
RPDI04850;TRW;DIS FRE TRA FIAT FREEMONT 11-18 (HF730D/BD5173);0;0;0;0;0
RPDI04870;TRW;DIS FRE TRA REN. Megane 08-… (HF571C/BD4023);0;0;0;0;0
RPDI04890;TRW;DIS FRE TRA HYUNDAI I30 09-13 (HF325P/-);0;0;0;0;0
RPDI04910;TRW;DIS FRE TRA MB Sprinter 08-12 (HF471H/BD0191);0;0;0;0;0
RPDI04930;TRW;DIS FRE DEL REE X RPDI04420 PEUG/CITR 208/307/PICASSO/C3/C4;0;0;0;0;0
RPDI04950;TRW;DIS FRE TRA C4 1.6i 16 V, 2.0i 16V / 307 2.0(HF751B/BD4744-kt);0;0;0;0;0
RPDI04970;TRW;DIS FRE TRA HONDA CRV 2.4 2007-2016;0;0;0;0;0
RPDI05170;TRW;DIS FRE DEL CHERY QQ 1.1 2010 2015 (HF53B/BD6092);0;0;0;0;0
RPDI05190;TRW;DIS FRE TRA JEEP COMPASS /RENEGADE 2016+;0;0;0;0;0
RPDI05210;TRW;DIS FRE TRA VW/AUDI A3 TFSI Golf 1.4TSI Scirocco-Taos(HF88G/BD5637);0;0;0;0;0
RPDI05230;TRW;DIS FRE TRA HONDA HR-V 1.8 16V 2016 /... (HF713A/BD4425);0;0;0;0;0
RPDI05250;TRW;DIS FRE TRA FORD Kuga 2.5 / S-Max 1.6 TDCi (HF15J/BD6769);0;0;0;0;0
RPDI05290;TRW;DIS FRE TRA HYUNDAI SantaFe KIA Sorento(cinta 39,5mm)(HF329B/BD5110);0;0;0;0;0
RPDI05310;TRW;DIS FRE TRA HYUNDAI/KIA Santa Fe CRDi / Sorento(HF329C/BD5110);0;0;0;0;0
RPDI05350;TRW;DIS FRE TRA CITROEN/PEUGEOT C4-DS4-308-3008-5008(HF751C/BD5023);0;0;0;0;0
RPDI05370;TRW;DIS FRE TRA C4 Lounge / DS4 / PEUGEOT 308 1.6 (HF751D/BD4034-KT);0;0;0;0;0
RPDI05390;TRW;DIS FRE TRA FORD Transit 2.2 TDCI / 2.4 TDCI (HF265B/BD5633-KT);0;0;0;0;0
RPTA00020;TRW;CAM FRE TRA FORD ESCORT (HF112/BD6628);0;0;0;0;0
RPTA00030;TRW;CAM FRE TRA FORD Pampa 95-97 (HF17A/BD1652);0;0;0;0;0
RPTA00040;TRW;CAM FRE TRA FORD CORCEL-BELINA-PAMPA (HF17/BDM117);0;0;0;0;0
RPTA00050;TRW;CAM FRE TRA VW ESCARABAJO (HF07/BD1515);0;0;0;0;0
RPTA00060;TRW;CAM FRE TRA VW Karmann-Guia 73-76 (HF05/BD1302);0;0;0;0;0
RPTA00070;TRW;CAM FRE DEL VW ESCARABAJO (HF60/BD1514);0;0;0;0;0
RPTA00080;TRW;CAM FRE TRA VW ESCARABAJO-FUSCA (HF04/BD1300);0;0;0;0;0
RPTA00130;TRW;CAM FRE TRA CHEV STRA-CHEVETTE-CHEVY-VECTRA/DAEWOO (HF26/BD8958);0;0;0;0;0
RPTA00150;TRW;CAM FRE TRA VW KOMBI (HF06/BD1513);0;0;0;0;0
RPTA00170;TRW;CAM FRE TRA CHEV BLAZER-GRAND BLAZER-D20-S10 (HF368/BD8603);0;0;0;0;0
RPTA00180;TRW;CAM FRE TRA FORD F100 (HF114/BD7617);0;0;0;0;0
RPTA00200;TRW;CAM FRE TRA FIAT PUNTO-TEMPRA-TIPO (HF35/BD9325);0;0;0;0;0
RPTA00220;TRW;CAM FRE TRA FIAT DUNA-FIORINO-PALIO-REGATA-SIENA-UNO (HF36/BD9680);0;0;0;0;0
RPTA00230;TRW;CAM FRE TRA VW GOL-GACEL-PASSAT-SANTANA/SEAT IBIZA (HF65/BD1511);0;0;0;0;0
RPTA00240;TRW;CAM FRE TRA VW SAVEIRO-PARATI-QUANTUM/FORD GALAXY (HF08/BD1516);0;0;0;0;0
RPTA00250;TRW;CAM FRE TRA FORD F 250 06-12 (HF115/BD0252);0;0;0;0;0
RPTA00260;TRW;CAM FRE TRA FORD ESCORT-ORION/VW POINTER (HF111/BD6630);0;0;0;0;0
RPTA00280;TRW;CAM FRE TRA KIA BESTA/MAZDA PICK UP/ ASIA HI-TOPIC (HF350/BD0006);0;0;0;0;0
RPTA00290;TRW;CAM FRE TRA CIT. BERLINGO/PEUGEOT 306-405-406-PARTNER (HF724/BD4724);0;0;0;0;0
RPTA00330;TRW;CAM FRE TRA HYUNDAI H100 (HF101/BD0101);0;0;0;0;0
RPTA00350;TRW;CAM FRE TRA PEUGEOT 504 (HF218/BD4218);0;0;0;0;0
RPTA00370;TRW;CAM FRE TRA RENAULT 9-11-19-TWINGO-CLIO-LOGAN-SYMBOL (HF322/BD3030);0;0;0;0;0
RPTA00380;TRW;CAM FRE TRA FIAT 500-FIORINO-IDEA-PALIO-PUNTO-TEMPRA (HF37/BD9600);0;0;0;0;0
RPTA00400;TRW;CAM FRE TRA FORD COURIER-MONDEO (HF19A/BD6631);0;0;0;0;0
RPTA00410;TRW;CAM FRE TRA FORD COURIER-FIESTA-KA (HF19/BD6629);0;0;0;0;0
RPTA00420;TRW;CAM FRE TRA CHEV. Celta 02-… (HF24A/BD3084);0;0;0;0;0
RPTA00430;TRW;CAM FRE TRA MITSUBISHI MONTERO-OUTLANDER (HF203/BD7040);0;0;0;0;0
RPTA00440;TRW;CAM FRE TRA CHEV D20 (HF370/BD8604);0;0;0;0;0
RPTA00450;TRW;CAM FRE TRA RENAULT CLIO-MEGANE-SANDERO-SCENIC-SYMBOL (HF322B/BD9322);0;0;0;0;0
RPTA00510;TRW;CAM FRE TRA CHEV MERIVA-VECTRA-ASTRA (HF26A/BD8063);0;0;0;0;0
RPTA00870;TRW;CAM FRE TRA CORSA (Nuevo Modelo) (HF24B/BD1212);0;0;0;0;0
RPTA00880;TRW;CAM FRE TRA VW Fusca 60-66 (HF62/-);0;0;0;0;0
RPTA00890;TRW;CAM FRE TRA VW Fusca 83-96 (HF61/-);0;0;0;0;0
RPTA00900;TRW;CAM FRE TRA VW Beetle Long ...-69;0;0;0;0;0
RPTA00910;TRW;CAM FRE TRA VW Kombi 67-75 (HF06A/-);0;0;0;0;0
RPTA00920;TRW;CAM FRE TRA VW Kombi 81-87 (HF06B/-);0;0;0;0;0
RPTA00930;TRW;CAM FRE TRA FIAT Super Europa 96-...;0;0;0;0;0
RPTA00940;TRW;CAM FRE TRA MB 180 (HF180/-);0;0;0;0;0
RPTA00950;TRW;CAM FRE TRA CHEV BLAZER-S10 (HF28/BD9933);0;0;0;0;0
RPTA00960;TRW;CAM FRE TRA CHEV BLAZER-S10 (HF369/BD3967);0;0;0;0;0
RPTA00970;TRW;CAM FRE TRA CHEV. Caravan 74-82 (HF27/-);0;0;0;0;0
RPTA00980;TRW;CAM FRE TRA TOYOTA HILUX (HF480A/BD5191);0;0;0;0;0
RPTA00990;TRW;CAM FRE TRA CHEV. Blazer 04-07 (HF29/-);0;0;0;0;0
RPTA01000;TRW;CAM FRE TRA NISSAN Pick-up 250 ...-90 (-/BD4734);0;0;0;0;0
RPTA01010;TRW;CAM FRE TRA FORD Jeep 60-75 (HF117/-);0;0;0;0;0
RPTA01020;TRW;CAM FRE TRA FORD F 75 70-83 (HF116/-);0;0;0;0;0
RPTA01030;TRW;CAM FRE TRA TOY. Bandeirante 68-72 (HF480/-);0;0;0;0;0
RPTA01040;TRW;CAM FRE TRA VW UP 14-18 (HF08B/BD9615);0;0;0;0;0
RPTA01050;TRW;CAM FRE TRA FORD RANGER (HF114C/BD7931);0;0;0;0;0
RPTA01060;TRW;CAM FRE TRA FORD FOCUS (HF113/BD1113);0;0;0;0;0
RPTA01070;TRW;CAM FRE TRA MITSUBISHI L200 (HF202B/BD7044);0;0;0;0;0
RPTA01080;TRW;CAM FRE DEL FORD F100 (HF120/BD0210);0;0;0;0;0
RPTA01090;TRW;CAM FRE TRA FORD F 100 66-82;0;0;0;0;0
RPTA01110;TRW;CAM FRE TRA NISSAN Sentra 93-96 (HF611/BD3536);0;0;0;0;0
RPTA01120;TRW;CAM FRE TRA MITSUBISHI L300 (HF202/-);0;0;0;0;0
RPTA01130;TRW;CAM FRE TRA MB Sprinter 97-00 (HF473/BD0182);0;0;0;0;0
RPTA01140;TRW;CAM FRE TRA PEUGEOT 504 (HF217A/-);0;0;0;0;0
RPTA01150;TRW;CAM FRE TRA FIAT DUCATO (HF45/-);0;0;0;0;0
RPTA01160;TRW;CAM FRE TRA FIAT DUCATO (HF45A/-);0;0;0;0;0
RPTA01170;TRW;CAM FRE TRA CITROEN ZX/ PEUGEOT 106-206 (HF735/BD4735);0;0;0;0;0
RPTA01180;TRW;CAM FRE TRA MB A-Class 13-18 (HF213/BD0114);0;0;0;0;0
RPTA01190;TRW;CAM FRE TRA IVECO DAILY (HF72D/-);0;0;0;0;0
RPTA01200;TRW;CAM FRE TRA CHEV LUV (HF28B/-);0;0;0;0;0
RPTA01210;TRW;CAM FRE TRA RENAULT KANGOO-LAGUNA-SCENIC (HF322A/BD0511);0;0;0;0;0
RPTA01590;TRW;CAM FRE TRA HONDA CIVIC (HF707/BD3901);0;0;0;0;0
RPTA01600;TRW;CAM FRE TRA VW FOX-SURAN (HF08A/BD9617);0;0;0;0;0
RPTA01640;TRW;CAM FRE TRA HYUNDAI H 100 01-08 (HF101B/BD0101);0;0;0;0;0
RPTA01750;TRW;CAM FRE TRA HONDA CITY-CIVIC (HF708/BD3902);0;0;0;0;0
RPTA01790;TRW;CAM FRE TRA MITSUBISHI L200-MONTERO (HF202C/BD7020);0;0;0;0;0
RPTA01830;TRW;CAM FRE TRA NISSAN Sentra 82-84 (HF611A/-);0;0;0;0;0
RPTA01850;TRW;CAM FRE TRA CITROEN C 3 03-06 (HF733/BD4726);0;0;0;0;0
RPTA01870;TRW;CAM FRE TRA AGRALE Volare A8,5 03-… (HF8500/-);0;0;0;0;0
RPTA01890;TRW;CAM FRE TRA ASIA MOTORS Towner  08-…;0;0;0;0;0
RPTA01910;TRW;CAM FRE TRA FIAT UNO (HF36A/BD8930);0;0;0;0;0
RPTA01930;TRW;CAM FRE TRA FIAT BRAVA-BRAVO-PUNTO (HF37A/BD4593);0;0;0;0;0
RPTA01950;TRW;CAM FRE TRA FORD Ranger 10-12 (HF114E/BD7933);0;0;0;0;0
RPTA01970;TRW;CAM FRE TRA CHEV. Cobalt 11-18 (HF51D/BD3546);0;0;0;0;0
RPTA01990;TRW;CAM FRE TRA GM Spark 03-…;0;0;0;0;0
RPTA02000;TRW;CAM FRE TRA CHEV. Tracker 01-… (HF302B/BD4804);0;0;0;0;0
RPTA02020;TRW;CAM FRE TRA HONDA FIT (HF707A/BD3903);0;0;0;0;0
RPTA02040;TRW;CAM FRE TRA HYUNDAI HR 06-10 (HF330B/-);0;0;0;0;0
RPTA02060;TRW;CAM FRE TRA HYUNDAI TUCSON (HF325A/BD2908);0;0;0;0;0
RPTA02080;TRW;CAM FRE TRA KIA Besta 00-08 (HF350C/-);0;0;0;0;0
RPTA02100;TRW;CAM FRE TRA MITSU. Canter;0;0;0;0;0
RPTA02110;TRW;CAM FRE TRA MITSU. L 200 99-03;0;0;0;0;0
RPTA02130;TRW;CAM FRE TRA NISSAN FRONTIER-XTERRA/SUZUKI GRAND VITARA (HF605/BD0022);0;0;0;0;0
RPTA02150;TRW;CAM FRE TRA NISSAN TIIDA (HF613A/BD4739);0;0;0;0;0
RPTA02170;TRW;CAM FRE TRA TOY. Corolla 98-02 (HF503A/BD2252);0;0;0;0;0
RPTA02190;TRW;CAM FRE TRA TOYOTA HILUX (HF480C/BD4212);0;0;0;0;0
RPTA02210;TRW;CAM FRE TRA VW 8-120 Delivery 03-… (HF8150A/-);0;0;0;0;0
RPTA02230;TRW;CAM FRE TRA VW GOL-SAVEIRO-VOYAGE (HF65A/BD5299);0;0;0;0;0
RPTA02250;TRW;CAM FRE TRA VW Saveiro 10-13 (HF65C/BD6284);0;0;0;0;0
RPTA02270;TRW;CAM FRE TRA HYUNDAI HR 05-… (HF330A/-);0;0;0;0;0
RPTA02290;TRW;CAM FRE TRA CHEV. SPIN 12-… (HF51H/BD3552);0;0;0;0;0
RPTA02310;TRW;CAM FRE TRA HYUNDAI HB20 S 14-… (HF325M/-);0;0;0;0;0
RPTA02330;TRW;CAM FRE TRA CHEV. Prisma 13-… (HF51G/BD3551);0;0;0;0;0
RPTA02350;TRW;CAM FRE TRA CHEV. S10 12-13 (HF21F/BD3971);0;0;0;0;0
RPTA02410;TRW;CAM FRE TRA HYUNDAI Elantra 13-… (HF358D/-);0;0;0;0;0
RPTA02430;TRW;CAM FRE TRA VW Gol 13-… (HF08D/-);0;0;0;0;0
RPTA02450;TRW;CAM FRE TRA VW Amarok 10-12 (HF90A/BD6383);0;0;0;0;0
RPTA02470;TRW;CAM FRE TRA REN. Duster 13-… (HF571B/BD4038);0;0;0;0;0
RPTA02490;TRW;CAM FRE TRA TOY. Etios Hatch 12-… (HF519/BD2121);0;0;0;0;0
RPTA02510;TRW;CAM FRE VOLKSWAGEN Fox-Suran-Crossfox 1.6 2005  (HF08C/BD9618);0;0;0;0;0
RPTA02530;TRW;"CAM FRE TRA FORD Ranger 4x2 / 4x4 Aro 11"" 1996 (HF114D/BD7930)";0;0;0;0;0
RPTA02550;TRW;CAM FRE TRA NISSAN Frontier 2.5 TD 2007 2016 (HF605A/BD0026);0;0;0;0;0
RPTA02570;TRW;CAM FRE TRA FORD Ranger 4x2 / 4x4 2012 (HF114G/BD7917);0;0;0;0;0
RPTA02590;TRW;CAM FRE FORD Ka 1.5 / Fista Kinetic 1.6 16V(HF19C/BD5638);0;0;0;0;0
RPTA02610;TRW;"CAM FRE TRA FORD Ranger Aro 10"" 3/4 ton. 1996 (HF114B/BD7929)";0;0;0;0;0
RPTA02650;TRW;CAM FRE TRA FORD Focus 2.0 16V 2008 (HF113A/BD3961);0;0;0;0;0
RPTA02670;TRW;CAM FRE CHERY qq CHEVROLET spark DAEWOO Matiz(HF53A/BD6033);0;0;0;0;0
RPTA02690;TRW;CAM FRE TRA CHEVROLET Aveo 1.6 2008  / Spark 1.2 2013 (HF51A/BD4909);0;0;0;0;0
RPTA02710;TRW;CAM FRE TRA KIA Picanto 1.1 2006 (HF350G/BD5841);0;0;0;0;0
RPTA02730;TRW;CAM FRE TRA CHERY Face 1.3 2010 (HF53D/BD4423);0;0;0;0;0
RPTA02750;TRW;CAM FRE RENAULT Duster 4x4 2.0 - Captur - Oroch(HF571D/BD4040);0;0;0;0;0
RPTA02790;TRW;CAM FRE TRA RENAULT LOGAN /SANDERO 2014+;0;0;0;0;0
RPTA02810;TRW;CAM FRE TRA FORD F-4000 8 agujeros 2002 (HF4000N/);0;0;0;0;0
RS00019;SABO;Rueda trasera (Diferencial Transax) Dodge (38.1x63.5x12.7);0;0;0;0;0
RS00045;SABO;Cubo rueda trasero Mb (95x125x13);0;0;0;0;0
RS00046;SABO;Rueda delantera Mb Ómnibus (75x95x13);0;0;0;0;0
RS00049BAG;SABO;Caja cambios - Brida trasera Dodge (38.1x60.3x12.7);0;0;0;0;0
RS00049BAGE;SABO;Caja cambios Dodge (38.1x60.3x12.7);0;0;0;0;0
RS00081;SABO;Rueda trasera F350 (69.9x98.45x12.7);0;0;0;0;0
RS00085;SABO;"Rueda trasera - Serie ""T"" interior Ford (87.3x120.8x14.3)";0;0;0;0;0
RS00188;SABO;Eje delantero - Cubo Vw Camiones (57.3x84x8);0;0;0;0;0
RS00222;SABO;Tapa distribución Gm (44.7x61.2x9.5);0;0;0;0;0
RS00224;SABO;Caja cambios  Eje primario Vw c/motor refrigerado (22.1x40x12.7\17);0;0;0;0;0
RS00266;SABO;Caja dirección - Superior Fiat 643 (25x47x10);0;0;0;0;0
RS00269BAGS;SABO;Cigüeñal delantero Mb OM326/OM355 5/6 cilindros (75x100x12);0;0;0;0;0
RS00269BR;SABO;Rueda trasera Scania (75x100x12);0;0;0;0;0
RS00288;SABO;Bomba agua  Externo Mb OM352/366/447 (42x56x7);0;0;0;0;0
RS00291;SABO;Piñón diferencial Gm D20 (44.2x71.4x10/16.5);0;0;0;0;0
RS00310;SABO;Rueda trasera - Cubo Acoplado (127x165.1x16);0;0;0;0;0
RS00423;SABO;Rueda trasera Iveco Daily (70x100x12);0;0;0;0;0
RS00436BAG;SABO;Eje trasero - Piñón diferencial Ford (54x79.35x12.7);0;0;0;0;0
RS00436BAGE;SABO;Eje trasero - Piñón diferencial Dodge (54x79.35x12.7);0;0;0;0;0
RS00484;SABO;Toma fuerza - Diferencial doble Mb  (30x50.05x12);0;0;0;0;0
RS00500BAG;SABO;Piñón diferencial Mb motor 5/6 cilindros (68x90x13);0;0;0;0;0
RS00500BAGP;SABO;Eje trasero - Piñón diferencial Agrale 4200 (68x90x13);0;0;0;0;0
RS00504;SABO;Piñon diferencial Mb (80x100x13);0;0;0;0;0
RS00566;SABO;Caja cambios Agricola (48x62x8);0;0;0;0;0
RS00572;SABO;Depresor aire / horímetro Perkins (22.3x34.95x6.4);0;0;0;0;0
RS00784;SABO;Caja dirección Gm 1.8/2.0 (19x35x7);0;0;0;0;0
RS00797;SABO;Salida directa caja Mb (36x54x7);0;0;0;0;0
RS00803;SABO;Cigüeñal trasero (volante) Motor MWM (110x130x13);0;0;0;0;0
RS00804;SABO;Caja cambios Scania caja ZF (55x75x10);0;0;0;0;0
RS00849;SABO;Rueda delantera F100 (46.3x66.6x6.4);0;0;0;0;0
RS00906;SABO;Eje trasero - Palier Scania K112 (70x85x8);0;0;0;0;0
RS00962BRGP;SABO;Cigüeñal delantero (polea) Vw Ford CHT/AE (35x50x8);0;0;0;0;0
RS00974;SABO;Rueda delantera F350/F4000 (52.4x76.2x8);0;0;0;0;0
RS01004;SABO;Eje trasero - Semieje - (Braseixos) Gm (35.5x58.2x13);0;0;0;0;0
RS01043;SABO;Cubo rueda delantera   Mb (94.9x129.95x13);0;0;0;0;0
RS01045;SABO;Caja dirección hidráulica Mb Camiones (26x37x7);0;0;0;0;0
RS01050BR;SABO;Tapa distribución (Polea) Perkins 4/6 (60.4x79.35x9.3);0;0;0;0;0
RS01050BRGS;SABO;Tapa distribución (Polea) Perkins 4/6 (60.4x79.35x9.3);0;0;0;0;0
RS01074;SABO;Caja velocidades -Directa Renault 9/Clio (13x26x9);0;0;0;0;0
RS01089;SABO;Servofreno - Pistón Mb O355/362/364 (22x45x12);0;0;0;0;0
RS01090;SABO;Servofreno - Eje principal Mb O355/362/364 (143x150x27);0;0;0;0;0
RS01095;SABO;Kit para cubo rueda Vw Gol (44.5x62x12);0;0;0;0;0
RS01119;SABO;Eje trasero - Piñón diferencial Gm (44.2x71.45x14.8);0;0;0;0;0
RS01135BR;SABO;Eje trasero - Piñón Mb LP331 (70x90x10) NITRILO AZUL;0;0;0;0;0
RS01135BRP;SABO;Cigüeñal trasero (volante) Renault R12 (70x90x10) POLIACRILICO NEGRO;0;0;0;0;0
RS01149;SABO;Caja cambios - Guía directa Chevrolet 400/Chevy (31.7x44.5x6.5);0;0;0;0;0
RS01195;SABO;Reten Agricola (82.6x107.9x14.3);0;0;0;0;0
RS01299;SABO;Bomba inyectora Perkins/Maxion (28.6x38.1x6);0;0;0;0;0
RS01495;SABO;Compresor - Freno a aire  Mb O355/364/370/371 (28x40x7);0;0;0;0;0
RS01535;SABO;Eje intermedio  Renault Trafic (30x40x7);0;0;0;0;0
RS01536;SABO;Freno aire Mb (38.1x47.6x6.4);0;0;0;0;0
RS01543;SABO;Bomba inyectora Scania (25x35x7);0;0;0;0;0
RS01549;SABO;Rueda delantera Mb OF1618 (100x125x12);0;0;0;0;0
RS01660;SABO;Piñon diferencial  Ford-Gm (39.4x80.3x6.4\11.8);0;0;0;0;0
RS01667;SABO;Caja cambios Agricola (30x42.05x8);0;0;0;0;0
RS01671;SABO;Rueda delantera Gm (50.8x65.1x12.7);0;0;0;0;0
RS01685;SABO;Reten Industrial (6.4x19.1x6.4);0;0;0;0;0
RS01722;SABO;Bomba hidráulica Agricola (24.6x44.5x7.9);0;0;0;0;0
RS01735;SABO;Rueda trasera - Cubo Mb Todos c/motor 5/6 cil (125x149.95x15);0;0;0;0;0
RS01739;SABO;Cubo rueda delantero Mb (110.3x133.3x12);0;0;0;0;0
RS01740;SABO;Cubo rueda delantero Mb (50x65x10);0;0;0;0;0
RS01742;SABO;Transmisión - Polea recta Agrale (35x52.1x10);0;0;0;0;0
RS01783;SABO;Caja cambios Mb (50x65x8.5);0;0;0;0;0
RS01815;SABO;Guia valvulas - Admisión Ford Transit  (9x15x10\14) 4 piezas;0;0;0;0;0
RS01828;SABO;Rueda delantera Mb 608/708/709 (61.9x79.95x10);0;0;0;0;0
RS01829;SABO;Rueda trasera Mb 608/708 (90x112.7x13);0;0;0;0;0
RS01840;SABO;Caja cambios - Brida trasera Mb 608 / 708 (48x65x12);0;0;0;0;0
RS01844;SABO;Caja cambios - salida Dodge (34.93x55.93x12.7);0;0;0;0;0
RS01856;SABO;Cigüeñal trasero (volante) Chevette (75.9x95x11.3);0;0;0;0;0
RS01875;SABO;Freno MWM (14x32x10);0;0;0;0;0
RS01883;SABO;Eje trasero Mb 1615 (21x32x7);0;0;0;0;0
RS01884;SABO;Rueda trasera (Freno a aire) Mb 1514/1517 (120x144.9x15);0;0;0;0;0
RS01886;SABO;Caja dirección hidráulica Dodge (28x38x6.5);0;0;0;0;0
RS01898;SABO;Eje trasero - Piñón diferencial Gm/Ford (39.4x80.25x6.4\16.2);0;0;0;0;0
RS01899;SABO;Eje trasero - Semieje Chevette (42.9x65x9.5\15);0;0;0;0;0
RS01911BRG;SABO;Cigüeñal delantero (polea) Chevette (45x60x9);0;0;0;0;0
RS01911BRGF;SABO;Cigüeñal delantero (polea) Chevette (45x60x9);0;0;0;0;0
RS01923;SABO;Rueda trasera - Interno Fiat 70 (82.5x114.3x12.7);0;0;0;0;0
RS01924;SABO;Guia valvulas - Escape Mb OM314 (9.9x15x10\14) 1 pieza;0;0;0;0;0
RS01929;SABO;Caja cambios - Palanca selectora Vw Gol/Voyage (15x24x7);0;0;0;0;0
RS01935;SABO;Cigüeñal Agricola (20x30x7);0;0;0;0;0
RS01943;SABO;Eje comando válvulas Ford Taunus-Sierra (43.4x56x9\1.6);0;0;0;0;0
RS01945;SABO;Cigüeñal trasero Vw c/motor CHT/AE (82x105x12);0;0;0;0;0
RS01949;SABO;Bomba inyectora - Eje accionamiento Scania (35x62x10);0;0;0;0;0
RS01974;SABO;Rueda delantera Fiat 190  (100x130x13);0;0;0;0;0
RS01981;SABO;Cigüeñal trasero (volante) Vw motor AP (85x105x12);0;0;0;0;0
RS01988;SABO;Hor embr Mb 1927 / 1929 (40x52x7.4) RUEDA TRASERA VW SENDA /POLO;0;0;0;0;0
RS02004;SABO;Cigüeñal trasero Fiat 147/Duna (64x80x8);0;0;0;0;0
RS02005;SABO;Cigüeñal delantero  Fiat 128/147/Uno (Motor Tipo) (40x56x7);0;0;0;0;0
RS02007;SABO;Caja cambios Fiat 147 (25x35x7.5);0;0;0;0;0
RS02008;SABO;Caja cambios - Palanca selectora Fiat 147/Duna (16x26x9\20);0;0;0;0;0
RS02009;SABO;Caja cambios - Eje primario Fiat 147/Duna (22x40x8);0;0;0;0;0
RS02046;SABO;Caja dirección Fiat 70/130 (25x47x10);0;0;0;0;0
RS02049;SABO;Rueda delantera (Con freno a aire) Mb 1514/1517 (99.9x119.95x13);0;0;0;0;0
RS02055;SABO;Cigüeñal delantero Ford F100 (47.7x65x8);0;0;0;0;0
RS02058;SABO;Freno - Eje accionamiento zapatas Mb 1924 a 1941 (42x55x9);0;0;0;0;0
RS02059;SABO;Freno estacionamiento - Soporte Mb 1924 a 1941 (42x58x7);0;0;0;0;0
RS02068;SABO;Caja cambios Ford Escort (40x52x9) (ex RS07224);0;0;0;0;0
RS02069;SABO;Cigüeñal trasero (volante) Scania (130x160x15);0;0;0;0;0
RS02075;SABO;Caja cambios - Eje secundario Vw motor AP 1.6 (20x35x7\10.6);0;0;0;0;0
RS02084;SABO;Caja cambios - Eje primario Ford Cargo (41.2x63.5x8);0;0;0;0;0
RS02093;SABO;Rueda Deutz (150.8x177.8x12.5);0;0;0;0;0
RS02099;SABO;Caja cambios Mb caja  G3.50/G3.60 (36x54x7);0;0;0;0;0
RS02100;SABO;Caja cambios Mb caja  G3.50/G3.60 (58x75x12);0;0;0;0;0
RS02103;SABO;Caja cambios Ford Camiones caja Clark (57.2x82.5x9.5\11.5);0;0;0;0;0
RS02125;SABO;Caja cambios Fiat camiones (95.3x114.25x12);0;0;0;0;0
RS02142;SABO;Cigüeñal Vw Motor AP (32x47x10);0;0;0;0;0
RS02145;SABO;Rueda trasera - Cubo Honda (28x42x7);0;0;0;0;0
RS02153;SABO;Bomba paleta Agricola (29.4x42.8x8);0;0;0;0;0
RS02178;SABO;Reten del eje del arbol de Levas Gm 1.0/1.4/1.6/1.8 (35x48x7);0;0;0;0;0
RS02201;SABO;Eje trasero - Piñón diferencial Mb Sprinter (47.6x80.25x6.5\16.5);0;0;0;0;0
RS02209;SABO;Cubo rueda trasero Ranger (47.6x80x13\26);0;0;0;0;0
RS02212;SABO;Rueda trasera Corsa/Astra (40x52x8.5\3);0;0;0;0;0
RS02224;SABO;Caja cambios - Eje primario Agricola (35x56x10);0;0;0;0;0
RS02233;SABO;Cigüeñal Agricola (25x40x8);0;0;0;0;0
RS02235;SABO;Cigüeñal delantero (polea) Scania 112/142 (80x100x12);0;0;0;0;0
RS02246;SABO;Rueda trasera Volvo (168x188x31.5);0;0;0;0;0
RS02262;SABO;Rueda delantera Gm (50.8x65.05x12.7);0;0;0;0;0
RS02269;SABO;Cigüeñal trasero Fiat 147/Uno Motor 1.3D (70x85x8);0;0;0;0;0
RS02283;SABO;Cigüeñal trasero (volante) Vw Motor  AP (85x105x12);0;0;0;0;0
RS02293;SABO;Rueda trasera - Interno Mb LS1924 a LS1941 (145x175x13);0;0;0;0;0
RS02305;SABO;Cubo rueda delantero Ranger (46.3x66.6x0.8\6.7);0;0;0;0;0
RS02317;SABO;Cigüeñal delantero (polea) S10 /Astra (31x50x8);0;0;0;0;0
RS02324;SABO;Rueda delantera con freno a disco Vw KoMbi (45x65x8);0;0;0;0;0
RS02336;SABO;Sistema frenos  - Cilindro Mb Camiones (35x45.15x15\24);0;0;0;0;0
RS02360;SABO;Buje distribuidor  Monza (12.5x20x5);0;0;0;0;0
RS02370;SABO;Caja cambios - Salida Corsa/Celta/Fun (35x54x10\15);0;0;0;0;0
RS02371;SABO;Caja cambios - Eje primario Corsa/Celta/Fun (21x32x7.5);0;0;0;0;0
RS02373;SABO;Caja cambios - Eje selector Gm 1.4/1.6/1.8 (13x26x7);0;0;0;0;0
RS02374;SABO;Caja cambios - Salida Gm Astra/Vectra (35x54.9x0.7\14.7);0;0;0;0;0
